GKZ,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,ÖVP,%,SPÖ,%.1,FPÖ,%.2,GRÜNE,%.3,NEOS,%.4,BIER,%.5,MFG,%.6,BGE,%.7,LMP,%.8,GAZA,%.9,KPÖ,%.10,KEINE,%.11
G50337,Thalgau,4683,3707,39,3668,1180,32.17,424,11.55,1200,32.71,310,8.45,339,9.24,65,1.77,22.0,0.59,,0.0,19,0.51,,0.0,90,2.45,19,0.51
G50338,Wals-Siezenheim,10312,8035,70,7965,2644,33.19,1131,14.19,2167,27.2,672,8.43,764,9.59,132,1.65,48.0,0.6,,0.0,39,0.48,,0.0,311,3.9,57,0.71
G50339,Seekirchen am Wallersee,8338,6562,58,6504,1899,29.19,902,13.86,1692,26.01,832,12.79,691,10.62,105,1.61,35.0,0.53,,0.0,48,0.73,,0.0,253,3.88,47,0.72
G50399,Wahlkarten - Salzburg-Umgebung,0,2360,20,2340,626,26.75,369,15.76,466,19.91,312,13.33,349,14.91,50,2.13,25.0,1.06,,0.0,10,0.42,,0.0,113,4.82,20,0.85
G50400,Sankt Johann im Pongau,58245,46636,542,46094,15720,34.1,8043,17.44,14292,31.0,2176,4.72,3770,8.17,679,1.47,136.0,0.29,,0.0,133,0.28,,0.0,840,1.82,305,0.66
G50401,Altenmarkt im Pongau,3152,2424,25,2399,893,37.22,233,9.71,773,32.22,127,5.29,260,10.83,51,2.12,11.0,0.45,,0.0,8,0.33,,0.0,31,1.29,12,0.5
G50402,Bad Hofgastein,4823,3665,35,3630,1199,33.03,653,17.98,1099,30.27,160,4.4,322,8.87,74,2.03,18.0,0.49,,0.0,12,0.33,,0.0,74,2.03,19,0.52
G50403,Bad Gastein,2567,1922,25,1897,598,31.52,314,16.55,611,32.2,105,5.53,165,8.69,33,1.73,6.0,0.31,,0.0,6,0.31,,0.0,44,2.31,15,0.79
G50404,Bischofshofen,7275,5431,65,5366,1379,25.69,1486,27.69,1672,31.15,224,4.17,331,6.16,73,1.36,18.0,0.33,,0.0,12,0.22,,0.0,134,2.49,37,0.68
G50405,Dorfgastein,1316,1025,13,1012,390,38.53,163,16.1,299,29.54,29,2.86,89,8.79,15,1.48,4.0,0.39,,0.0,0,0.0,,0.0,15,1.48,8,0.79
G50406,Eben im Pongau,1790,1481,27,1454,570,39.2,168,11.55,507,34.86,43,2.95,121,8.32,13,0.89,3.0,0.2,,0.0,4,0.27,,0.0,17,1.16,8,0.55
G50407,Filzmoos,1053,843,6,837,339,40.5,47,5.61,313,37.39,20,2.38,87,10.39,5,0.59,3.0,0.35,,0.0,3,0.35,,0.0,13,1.55,7,0.83
G50408,Flachau,2165,1795,19,1776,688,38.73,139,7.82,629,35.41,80,4.5,180,10.13,23,1.29,2.0,0.11,,0.0,4,0.22,,0.0,25,1.4,6,0.33
G50409,Forstau,432,381,3,378,136,35.97,40,10.58,165,43.65,8,2.11,24,6.34,4,1.05,1.0,0.26,,0.0,0,0.0,,0.0,0,0.0,0,0.0
G50410,Goldegg,2096,1613,22,1591,558,35.07,237,14.89,463,29.1,125,7.85,135,8.48,12,0.75,3.0,0.18,,0.0,9,0.56,,0.0,38,2.38,11,0.69
G50411,Großarl,2814,2375,40,2335,1106,47.36,341,14.6,596,25.52,80,3.42,154,6.59,17,0.72,7.0,0.29,,0.0,7,0.29,,0.0,17,0.72,10,0.42
G50412,Hüttau,1066,865,13,852,282,33.09,114,13.38,356,41.78,15,1.76,48,5.63,20,2.34,2.0,0.23,,0.0,2,0.23,,0.0,9,1.05,4,0.46
G50413,Hüttschlag,684,598,12,586,299,51.02,86,14.67,146,24.91,16,2.73,17,2.9,6,1.02,2.0,0.34,,0.0,2,0.34,,0.0,6,1.02,6,1.02
G50414,Kleinarl,632,538,5,533,237,44.46,68,12.75,148,27.76,16,3.0,45,8.44,9,1.68,2.0,0.37,,0.0,0,0.0,,0.0,5,0.93,3,0.56
G50415,Mühlbach am Hochkönig,1093,845,12,833,219,26.29,225,27.01,281,33.73,27,3.24,47,5.64,13,1.56,0.0,0.0,,0.0,0,0.0,,0.0,12,1.44,9,1.08
G50416,Pfarrwerfen,1910,1548,12,1536,647,42.12,225,14.64,416,27.08,87,5.66,122,7.94,18,1.17,2.0,0.13,,0.0,0,0.0,,0.0,15,0.97,4,0.26
G50417,Radstadt,3355,2545,31,2514,891,35.44,353,14.04,805,32.02,146,5.8,226,8.98,29,1.15,5.0,0.19,,0.0,8,0.31,,0.0,34,1.35,17,0.67
G50418,Sankt Johann im Pongau,7836,6028,60,5968,1950,32.67,1057,17.71,1743,29.2,375,6.28,570,9.55,82,1.37,16.0,0.26,,0.0,15,0.25,,0.0,122,2.04,38,0.63
G50419,Sankt Martin am Tennengebirge,1292,1088,15,1073,371,34.57,158,14.72,382,35.6,36,3.35,79,7.36,16,1.49,3.0,0.27,,0.0,6,0.55,,0.0,10,0.93,12,1.11
G50420,Sankt Veit im Pongau,3029,2465,29,2436,835,34.27,426,17.48,711,29.18,126,5.17,209,8.57,36,1.47,4.0,0.16,,0.0,12,0.49,,0.0,54,2.21,23,0.94
G50421,Schwarzach im Pongau,2381,1809,13,1796,293,16.31,740,41.2,465,25.89,72,4.0,115,6.4,35,1.94,5.0,0.27,,0.0,7,0.38,,0.0,56,3.11,8,0.44
G50422,Untertauern,313,266,0,266,111,41.72,15,5.63,95,35.71,12,4.51,26,9.77,2,0.75,0.0,0.0,,0.0,0,0.0,,0.0,3,1.12,2,0.75
G50423,Wagrain,2210,1715,24,1691,700,41.39,126,7.45,575,34.0,69,4.08,138,8.16,35,2.06,5.0,0.29,,0.0,4,0.23,,0.0,28,1.65,11,0.65
G50424,Werfen,2208,1714,21,1693,507,29.94,360,21.26,538,31.77,82,4.84,108,6.37,31,1.83,5.0,0.29,,0.0,3,0.17,,0.0,40,2.36,19,1.12
G50425,Werfenweng,753,580,5,575,189,32.86,52,9.04,255,44.34,24,4.17,35,6.08,7,1.21,1.0,0.17,,0.0,1,0.17,,0.0,8,1.39,3,0.52
G50499,Wahlkarten - Sankt Johann im Pongau,0,1077,10,1067,333,31.2,217,20.33,249,23.33,72,6.74,117,10.96,20,1.87,8.0,0.74,,0.0,8,0.74,,0.0,30,2.81,13,1.21
G50500,Tamsweg,15935,13185,165,13020,4530,34.79,1668,12.81,4914,37.74,468,3.59,882,6.77,184,1.41,44.0,0.33,,0.0,40,0.3,,0.0,210,1.61,80,0.61
G50501,Göriach,297,269,0,269,120,44.6,28,10.4,91,33.82,9,3.34,16,5.94,2,0.74,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,3,1.11
G50502,Lessach,450,338,10,328,161,49.08,34,10.36,90,27.43,6,1.82,24,7.31,5,1.52,0.0,0.0,,0.0,1,0.3,,0.0,4,1.21,3,0.91
G50503,Mariapfarr,1996,1572,20,1552,542,34.92,229,14.75,514,33.11,63,4.05,131,8.44,24,1.54,5.0,0.32,,0.0,9,0.57,,0.0,27,1.73,8,0.51
G50504,Mauterndorf,1204,988,11,977,380,38.89,105,10.74,322,32.95,46,4.7,85,8.7,10,1.02,1.0,0.1,,0.0,4,0.4,,0.0,17,1.74,7,0.71
G50505,Muhr,414,345,1,344,121,35.17,46,13.37,165,47.96,2,0.58,5,1.45,4,1.16,0.0,0.0,,0.0,0,0.0,,0.0,1,0.29,0,0.0
G50506,Ramingstein,874,680,5,675,191,28.29,113,16.74,286,42.37,17,2.51,36,5.33,12,1.77,2.0,0.29,,0.0,2,0.29,,0.0,10,1.48,6,0.88
G50507,Sankt Andrä im Lungau,642,519,8,511,169,33.07,64,12.52,227,44.42,15,2.93,25,4.89,4,0.78,0.0,0.0,,0.0,1,0.19,,0.0,5,0.97,1,0.19
G50508,Sankt Margarethen im Lungau,548,439,6,433,129,29.79,59,13.62,172,39.72,21,4.84,29,6.69,11,2.54,2.0,0.46,,0.0,0,0.0,,0.0,7,1.61,3,0.69
G50509,Sankt Michael im Lungau,2665,2219,21,2198,741,33.71,331,15.05,806,36.66,79,3.59,141,6.41,34,1.54,7.0,0.31,,0.0,9,0.4,,0.0,41,1.86,9,0.4
G50510,Tamsweg,4410,3456,57,3399,1118,32.89,413,12.15,1308,38.48,144,4.23,251,7.38,52,1.52,16.0,0.47,,0.0,9,0.26,,0.0,67,1.97,21,0.61
G50511,Thomatal,260,217,2,215,63,29.3,18,8.37,98,45.58,12,5.58,16,7.44,2,0.93,0.0,0.0,,0.0,0,0.0,,0.0,5,2.32,1,0.46
G50512,Tweng,168,128,1,127,55,43.3,7,5.51,44,34.64,5,3.93,13,10.23,0,0.0,1.0,0.78,,0.0,0,0.0,,0.0,2,1.57,0,0.0
G50513,Unternberg,818,706,7,699,264,37.76,82,11.73,272,38.91,17,2.43,30,4.29,11,1.57,6.0,0.85,,0.0,1,0.14,,0.0,7,1.0,9,1.28
G50514,Weißpriach,236,195,2,193,97,50.25,22,11.39,50,25.9,4,2.07,15,7.77,2,1.03,2.0,1.03,,0.0,0,0.0,,0.0,1,0.51,0,0.0
G50515,Zederhaus,953,760,11,749,271,36.18,53,7.07,367,48.99,15,2.0,22,2.93,6,0.8,1.0,0.13,,0.0,2,0.26,,0.0,7,0.93,5,0.66
G50599,Wahlkarten - Tamsweg,0,354,3,351,108,30.76,64,18.23,102,29.05,13,3.7,43,12.25,5,1.42,1.0,0.28,,0.0,2,0.56,,0.0,9,2.56,4,1.13
G50600,Zell am See,63435,50254,579,49675,17323,34.87,8151,16.4,14970,30.13,2646,5.32,3996,8.04,905,1.82,217.0,0.43,,0.0,201,0.4,,0.0,955,1.92,311,0.62
G50601,Bramberg am Wildkogel,3250,2640,28,2612,958,36.67,391,14.96,915,35.03,69,2.64,169,6.47,40,1.53,10.0,0.38,,0.0,6,0.22,,0.0,38,1.45,16,0.61
G50602,Bruck an der Großglocknerstraße,3440,2521,34,2487,808,32.48,427,17.16,765,30.75,118,4.74,211,8.48,53,2.13,9.0,0.36,,0.0,7,0.28,,0.0,65,2.61,24,0.96
G50603,Dienten am Hochkönig,591,503,6,497,208,41.85,90,18.1,135,27.16,7,1.4,44,8.85,8,1.6,1.0,0.2,,0.0,0,0.0,,0.0,0,0.0,4,0.8
G50604,Fusch an der Großglocknerstraße,525,440,12,428,188,43.92,74,17.28,95,22.19,25,5.84,28,6.54,11,2.57,0.0,0.0,,0.0,2,0.46,,0.0,4,0.93,1,0.23
G50605,Hollersbach im Pinzgau,936,791,9,782,339,43.35,106,13.55,236,30.17,30,3.83,50,6.39,8,1.02,2.0,0.25,,0.0,2,0.25,,0.0,6,0.76,3,0.38
G50606,Kaprun,1987,1539,15,1524,485,31.82,419,27.49,340,22.3,61,4.0,137,8.98,33,2.16,3.0,0.19,,0.0,7,0.45,,0.0,30,1.96,9,0.59
G50607,Krimml,620,516,10,506,179,35.37,67,13.24,187,36.95,16,3.16,33,6.52,6,1.18,3.0,0.59,,0.0,2,0.39,,0.0,10,1.97,3,0.59
G50608,Lend,960,752,12,740,212,28.64,178,24.05,238,32.16,20,2.7,48,6.48,15,2.02,2.0,0.27,,0.0,3,0.4,,0.0,16,2.16,8,1.08
G50609,Leogang,2546,2140,30,2110,872,41.32,356,16.87,457,21.65,104,4.92,211,10.0,44,2.08,10.0,0.47,,0.0,7,0.33,,0.0,34,1.61,15,0.71
G50610,Lofer,1495,1179,12,1167,513,43.95,143,12.25,287,24.59,62,5.31,88,7.54,25,2.14,8.0,0.68,,0.0,9,0.77,,0.0,18,1.54,14,1.19
G50611,Maishofen,2624,2083,12,2071,814,39.3,265,12.79,544,26.26,122,5.89,203,9.8,40,1.93,12.0,0.57,,0.0,7,0.33,,0.0,51,2.46,13,0.62
G50612,Maria Alm am Steinernen Meer,1562,1231,18,1213,505,41.63,109,8.98,367,30.25,67,5.52,118,9.72,22,1.81,2.0,0.16,,0.0,3,0.24,,0.0,18,1.48,2,0.16
G50613,Mittersill,3841,2954,37,2917,946,32.43,410,14.05,1077,36.92,137,4.69,199,6.82,55,1.88,12.0,0.41,,0.0,12,0.41,,0.0,48,1.64,21,0.71
G50614,Neukirchen am Großvenediger,2025,1566,16,1550,558,36.0,216,13.93,509,32.83,68,4.38,106,6.83,42,2.7,6.0,0.38,,0.0,13,0.83,,0.0,20,1.29,12,0.77
G50615,Niedernsill,2135,1708,29,1679,572,34.06,275,16.37,575,34.24,74,4.4,110,6.55,26,1.54,5.0,0.29,,0.0,7,0.41,,0.0,28,1.66,7,0.41
G50616,Piesendorf,2856,2184,23,2161,815,37.71,294,13.6,644,29.8,120,5.55,172,7.95,32,1.48,7.0,0.32,,0.0,9,0.41,,0.0,54,2.49,14,0.64
G50617,Rauris,2422,1868,21,1847,782,42.33,233,12.61,562,30.42,66,3.57,127,6.87,29,1.57,8.0,0.43,,0.0,5,0.27,,0.0,21,1.13,14,0.75
G50618,Saalbach-Hinterglemm,1883,1508,10,1498,743,49.59,99,6.6,406,27.1,45,3.0,150,10.01,22,1.46,13.0,0.86,,0.0,6,0.4,,0.0,11,0.73,3,0.2
G50619,Saalfelden am Steinernen Meer,11960,8950,102,8848,2542,28.72,1712,19.34,2560,28.93,707,7.99,779,8.8,163,1.84,48.0,0.54,,0.0,28,0.31,,0.0,248,2.8,61,0.68
G50620,Sankt Martin bei Lofer,852,712,8,704,281,39.91,114,16.19,179,25.42,50,7.1,51,7.24,5,0.71,5.0,0.71,,0.0,7,0.99,,0.0,8,1.13,4,0.56
G50621,Stuhlfelden,1261,1027,10,1017,315,30.97,155,15.24,434,42.67,26,2.55,48,4.71,17,1.67,4.0,0.39,,0.0,1,0.09,,0.0,16,1.57,1,0.09
G50622,Taxenbach,2111,1645,19,1626,635,39.05,269,16.54,487,29.95,67,4.12,98,6.02,29,1.78,4.0,0.24,,0.0,3,0.18,,0.0,28,1.72,6,0.36
G50623,Unken,1466,1182,15,1167,407,34.87,128,10.96,457,39.16,57,4.88,59,5.05,26,2.22,5.0,0.42,,0.0,1,0.08,,0.0,24,2.05,3,0.25
G50624,Uttendorf,2284,1761,23,1738,483,27.79,363,20.88,629,36.19,57,3.27,110,6.32,33,1.89,4.0,0.23,,0.0,9,0.51,,0.0,34,1.95,16,0.92
G50625,Viehhofen,433,355,6,349,126,36.1,34,9.74,123,35.24,21,6.01,28,8.02,3,0.85,1.0,0.28,,0.0,1,0.28,,0.0,7,2.0,5,1.43
G50626,Wald im Pinzgau,838,702,6,696,265,38.07,78,11.2,260,37.35,23,3.3,45,6.46,10,1.43,4.0,0.57,,0.0,0,0.0,,0.0,9,1.29,2,0.28
G50627,Weißbach bei Lofer,301,260,4,256,122,47.65,35,13.67,58,22.65,11,4.29,16,6.25,6,2.34,1.0,0.39,,0.0,0,0.0,,0.0,5,1.95,2,0.78
G50628,Zell am See,6231,4485,41,4444,1346,30.28,921,20.72,1230,27.67,319,7.17,400,9.0,76,1.71,20.0,0.45,,0.0,14,0.31,,0.0,98,2.2,20,0.45
G50699,Wahlkarten - Zell am See,0,1052,11,1041,304,29.2,190,18.25,214,20.55,97,9.31,158,15.17,26,2.49,8.0,0.76,,0.0,30,2.88,,0.0,6,0.57,8,0.76
G60000,Steiermark,951115,746356,6110,740246,199697,26.97,137646,18.59,238267,32.18,55994,7.56,60429,8.16,13932,1.88,2750.0,0.37,,0.0,3746,0.5,1128.0,0.15,22764,3.07,3893,0.52
G60099,Wahlkarten - Steiermark,0,33,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G6A000,Graz und Umgebung,316057,245398,1602,243796,56360,23.11,49565,20.33,60161,24.67,31026,12.72,26787,10.98,4136,1.69,836.0,0.34,,0.0,1502,0.61,826.0,0.33,11378,4.66,1219,0.5
G6A099,Wahlkarten - Graz und Umgebung,0,1664,8,1656,268,16.18,388,23.42,267,16.12,316,19.08,272,16.42,26,1.57,6.0,0.36,,0.0,21,1.26,2.0,0.12,84,5.07,6,0.36
G6B000,Oststeiermark,214694,172501,1651,170850,58140,34.02,22208,12.99,60540,35.43,9671,5.66,11205,6.55,3365,1.96,690.0,0.4,,0.0,834,0.48,100.0,0.05,3167,1.85,930,0.54
G6B099,Wahlkarten - Oststeiermark,0,313,4,309,63,20.38,45,14.56,89,28.8,41,13.26,45,14.56,6,1.94,0.0,0.0,,0.0,3,0.97,0.0,0.0,16,5.17,1,0.32
G6C000,Weststeiermark,159920,125021,1075,123946,34244,27.62,20768,16.75,48448,39.08,6084,4.9,7971,6.43,2195,1.77,458.0,0.36,,0.0,586,0.47,50.0,0.04,2544,2.05,598,0.48
G6C099,Wahlkarten - Weststeiermark,0,240,1,239,36,15.06,48,20.08,73,30.54,28,11.71,39,16.31,6,2.51,2.0,0.83,,0.0,2,0.83,0.0,0.0,5,2.09,0,0.0
G6D000,Obersteiermark,260444,203403,1749,201654,50953,25.26,45105,22.36,69118,34.27,9213,4.56,14466,7.17,4236,2.1,766.0,0.37,,0.0,824,0.4,152.0,0.07,5675,2.81,1146,0.56
G6D099,Wahlkarten - Obersteiermark,0,567,5,562,115,20.46,116,20.64,150,26.69,60,10.67,79,14.05,13,2.31,2.0,0.35,,0.0,2,0.35,1.0,0.17,19,3.38,5,0.88
G60100,Graz Stadt,191903,145539,887,144652,30536,21.1,31632,21.86,28336,19.58,22774,15.74,17442,12.05,2410,1.66,435.0,0.3,,0.0,914,0.63,713.0,0.49,8778,6.06,682,0.47
G60101,Graz,191903,140610,792,139818,29799,21.31,30357,21.71,27835,19.9,21608,15.45,16852,12.05,2284,1.63,421.0,0.3,,0.0,871,0.62,701.0,0.5,8438,6.03,652,0.46
G60199,Wahlkarten - Graz Stadt,0,4929,95,4834,737,15.24,1275,26.37,501,10.36,1166,24.12,590,12.2,126,2.6,14.0,0.28,,0.0,43,0.88,12.0,0.24,340,7.03,30,0.62
G60300,Deutschlandsberg,50100,39550,362,39188,10773,27.49,6458,16.47,15247,38.9,2091,5.33,2615,6.67,646,1.64,179.0,0.45,,0.0,200,0.51,13.0,0.03,755,1.92,211,0.53
G60305,Frauental an der Laßnitz,2561,1942,24,1918,432,22.52,503,26.22,651,33.94,85,4.43,135,7.03,36,1.87,7.0,0.36,,0.0,11,0.57,0.0,0.0,39,2.03,19,0.99
G60318,Lannach,2933,2262,19,2243,578,25.76,348,15.51,840,37.44,158,7.04,197,8.78,36,1.6,12.0,0.53,,0.0,12,0.53,0.0,0.0,48,2.13,14,0.62
G60323,Pölfing-Brunn,1311,925,4,921,228,24.75,177,19.21,422,45.81,24,2.6,36,3.9,6,0.65,2.0,0.21,,0.0,4,0.43,0.0,0.0,16,1.73,6,0.65
G60324,Preding,1524,1176,5,1171,284,24.25,211,18.01,452,38.59,80,6.83,88,7.51,18,1.53,4.0,0.34,,0.0,4,0.34,1.0,0.08,21,1.79,8,0.68
G60326,Sankt Josef (Weststeiermark),1341,1087,16,1071,322,30.06,152,14.19,355,33.14,75,7.0,82,7.65,29,2.7,11.0,1.02,,0.0,21,1.96,0.0,0.0,20,1.86,4,0.37
G60329,Sankt Peter im Sulmtal,1094,848,4,844,266,31.51,115,13.62,348,41.23,26,3.08,42,4.97,17,2.01,8.0,0.94,,0.0,2,0.23,0.0,0.0,14,1.65,6,0.71
G60341,Wettmannstätten,1364,1068,14,1054,323,30.64,123,11.66,456,43.26,49,4.64,62,5.88,12,1.13,5.0,0.47,,0.0,6,0.56,0.0,0.0,15,1.42,3,0.28
G60344,Deutschlandsberg,9330,6847,55,6792,1647,24.24,1461,21.51,2326,34.24,457,6.72,490,7.21,119,1.75,30.0,0.44,,0.0,40,0.58,3.0,0.04,182,2.67,37,0.54
G60345,Eibiswald,5213,3924,29,3895,1075,27.59,664,17.04,1678,43.08,135,3.46,194,4.98,47,1.2,16.0,0.41,,0.0,13,0.33,0.0,0.0,53,1.36,20,0.51
G60346,Groß Sankt Florian,3448,2640,30,2610,877,33.6,345,13.21,916,35.09,147,5.63,203,7.77,43,1.64,9.0,0.34,,0.0,12,0.45,1.0,0.03,44,1.68,13,0.49
G60347,Sankt Martin im Sulmtal,2513,2028,27,2001,685,34.23,255,12.74,826,41.27,66,3.29,102,5.09,21,1.04,3.0,0.14,,0.0,5,0.24,1.0,0.04,25,1.24,12,0.59
G60348,Sankt Stefan ob Stainz,3038,2411,18,2393,696,29.08,277,11.57,993,41.49,124,5.18,172,7.18,40,1.67,20.0,0.83,,0.0,20,0.83,0.0,0.0,39,1.62,12,0.5
G60349,Bad Schwanberg,3719,2940,32,2908,792,27.23,486,16.71,1229,42.26,104,3.57,173,5.94,43,1.47,8.0,0.27,,0.0,13,0.44,0.0,0.0,49,1.68,11,0.37
G60350,Stainz,7138,5663,57,5606,1540,27.47,749,13.36,2228,39.74,387,6.9,389,6.93,109,1.94,27.0,0.48,,0.0,25,0.44,2.0,0.03,118,2.1,32,0.57
G60351,Wies,3573,2687,17,2670,739,27.67,421,15.76,1189,44.53,90,3.37,136,5.09,44,1.64,5.0,0.18,,0.0,5,0.18,1.0,0.03,34,1.27,6,0.22
G60399,Wahlkarten - Deutschlandsberg,0,1102,11,1091,289,26.48,171,15.67,338,30.98,84,7.69,114,10.44,26,2.38,12.0,1.09,,0.0,7,0.64,4.0,0.36,38,3.48,8,0.73
G60600,Graz-Umgebung,124154,98195,707,97488,25556,26.21,17545,17.99,31558,32.37,7936,8.14,9073,9.3,1700,1.74,395.0,0.4,,0.0,567,0.58,111.0,0.11,2516,2.58,531,0.54
G60608,Feldkirchen bei Graz,4728,3384,20,3364,758,22.53,621,18.46,1301,38.67,197,5.85,271,8.05,60,1.78,15.0,0.44,,0.0,15,0.44,16.0,0.47,92,2.73,18,0.53
G60611,Gössendorf,3131,2404,21,2383,580,24.33,451,18.92,876,36.76,140,5.87,217,9.1,40,1.67,14.0,0.58,,0.0,6,0.25,0.0,0.0,53,2.22,6,0.25
G60613,Gratkorn,6226,4538,28,4510,889,19.71,1147,25.43,1602,35.52,282,6.25,320,7.09,71,1.57,19.0,0.42,,0.0,26,0.57,5.0,0.11,124,2.74,25,0.55
G60617,Hart bei Graz,4167,3152,26,3126,787,25.17,546,17.46,794,25.39,400,12.79,399,12.76,55,1.75,8.0,0.25,,0.0,25,0.79,1.0,0.03,93,2.97,18,0.57
G60618,Haselsdorf-Tobelbad,1266,1025,7,1018,216,21.21,233,22.88,356,34.97,67,6.58,101,9.92,15,1.47,2.0,0.19,,0.0,5,0.49,0.0,0.0,21,2.06,2,0.19
G60619,Hausmannstätten,2838,2277,11,2266,651,28.72,385,16.99,594,26.21,228,10.06,258,11.38,38,1.67,5.0,0.22,,0.0,24,1.05,9.0,0.39,58,2.55,16,0.7
G60623,Kainbach bei Graz,2338,1661,15,1646,522,31.71,240,14.58,390,23.69,217,13.18,176,10.69,19,1.15,6.0,0.36,,0.0,7,0.42,2.0,0.12,63,3.82,4,0.24
G60624,Kalsdorf bei Graz,5899,4128,32,4096,898,21.92,838,20.45,1544,37.69,218,5.32,309,7.54,83,2.02,9.0,0.21,,0.0,15,0.36,14.0,0.34,150,3.66,18,0.43
G60626,Kumberg,3142,2495,27,2468,701,28.4,336,13.61,605,24.51,351,14.22,309,12.52,64,2.59,7.0,0.28,,0.0,17,0.68,1.0,0.04,60,2.43,17,0.68
G60628,Laßnitzhöhe,2259,1726,10,1716,515,30.01,270,15.73,453,26.39,191,11.13,182,10.6,33,1.92,5.0,0.29,,0.0,8,0.46,0.0,0.0,52,3.03,7,0.4
G60629,Lieboch,4286,3235,32,3203,711,22.19,572,17.85,1199,37.43,225,7.02,293,9.14,70,2.18,12.0,0.37,,0.0,20,0.62,2.0,0.06,82,2.56,17,0.53
G60632,Peggau,1775,1252,9,1243,278,22.36,274,22.04,476,38.29,78,6.27,77,6.19,17,1.36,5.0,0.4,,0.0,5,0.4,0.0,0.0,28,2.25,5,0.4
G60639,Sankt Bartholomä,1196,984,4,980,294,30.0,151,15.4,343,35.0,59,6.02,82,8.36,15,1.53,4.0,0.4,,0.0,2,0.2,0.0,0.0,23,2.34,7,0.71
G60641,Sankt Oswald bei Plankenwarth,1031,845,5,840,234,27.85,220,26.19,224,26.66,60,7.14,70,8.33,9,1.07,4.0,0.47,,0.0,4,0.47,0.0,0.0,14,1.66,1,0.11
G60642,Sankt Radegund bei Graz,1794,1421,13,1408,431,30.61,233,16.54,329,23.36,176,12.5,152,10.79,24,1.7,4.0,0.28,,0.0,17,1.2,0.0,0.0,36,2.55,6,0.42
G60645,Semriach,2574,2083,18,2065,701,33.94,231,11.18,811,39.27,84,4.06,131,6.34,33,1.59,12.0,0.58,,0.0,11,0.53,3.0,0.14,40,1.93,8,0.38
G60646,Stattegg,2392,1989,12,1977,587,29.69,283,14.31,408,20.63,274,13.85,320,16.18,30,1.51,7.0,0.35,,0.0,15,0.75,0.0,0.0,45,2.27,8,0.4
G60647,Stiwoll,604,476,3,473,132,27.9,89,18.81,184,38.9,28,5.91,21,4.43,4,0.84,0.0,0.0,,0.0,2,0.42,0.0,0.0,9,1.9,4,0.84
G60648,Thal,1986,1578,6,1572,432,27.48,342,21.75,381,24.23,165,10.49,162,10.3,26,1.65,7.0,0.44,,0.0,5,0.31,3.0,0.19,45,2.86,4,0.25
G60651,Übelbach,1668,1273,4,1269,381,30.02,242,19.07,477,37.58,40,3.15,73,5.75,12,0.94,5.0,0.39,,0.0,13,1.02,0.0,0.0,17,1.33,9,0.7
G60653,Vasoldsberg,3778,2934,20,2914,783,26.87,330,11.32,1159,39.77,246,8.44,246,8.44,51,1.75,8.0,0.27,,0.0,14,0.48,1.0,0.03,66,2.26,10,0.34
G60654,Weinitzen,2224,1809,11,1798,592,32.92,235,13.07,478,26.58,203,11.29,196,10.9,29,1.61,10.0,0.55,,0.0,11,0.61,1.0,0.05,32,1.77,11,0.61
G60655,Werndorf,1973,1486,7,1479,344,23.25,372,25.15,540,36.51,62,4.19,85,5.74,28,1.89,3.0,0.2,,0.0,10,0.67,3.0,0.2,24,1.62,8,0.54
G60656,Wundschuh,1263,1034,14,1020,394,38.62,112,10.98,330,32.35,69,6.76,59,5.78,23,2.25,5.0,0.49,,0.0,2,0.19,1.0,0.09,21,2.05,4,0.39
G60659,Deutschfeistritz,3374,2578,27,2551,642,25.16,439,17.2,996,39.04,148,5.8,159,6.23,49,1.92,7.0,0.27,,0.0,22,0.86,7.0,0.27,63,2.46,19,0.74
G60660,Dobl-Zwaring,2867,2239,10,2229,692,31.04,234,10.49,899,40.33,117,5.24,159,7.13,40,1.79,14.0,0.62,,0.0,7,0.31,0.0,0.0,56,2.51,11,0.49
G60661,Eggersdorf bei Graz,5665,4370,33,4337,1219,28.1,674,15.54,1381,31.84,416,9.59,353,8.13,91,2.09,25.0,0.57,,0.0,42,0.96,1.0,0.02,106,2.44,29,0.66
G60662,Fernitz-Mellach,3892,3044,18,3026,907,29.97,437,14.44,1042,34.43,191,6.31,289,9.55,40,1.32,14.0,0.46,,0.0,23,0.76,2.0,0.06,65,2.14,16,0.52
G60663,Frohnleiten,5295,4117,28,4089,1092,26.7,967,23.64,1226,29.98,278,6.79,296,7.23,66,1.61,6.0,0.14,,0.0,26,0.63,0.0,0.0,106,2.59,26,0.63
G60664,Gratwein-Straßengel,10166,8004,59,7945,1765,22.21,1809,22.76,2404,30.25,682,8.58,796,10.01,143,1.79,35.0,0.44,,0.0,47,0.59,4.0,0.05,225,2.83,35,0.44
G60665,Hitzendorf,5838,4614,28,4586,1265,27.58,786,17.13,1524,33.23,328,7.15,435,9.48,71,1.54,17.0,0.37,,0.0,22,0.47,4.0,0.08,106,2.31,28,0.61
G60666,Nestelbach bei Graz,2192,1687,16,1671,506,30.28,199,11.9,589,35.24,131,7.83,146,8.73,25,1.49,7.0,0.41,,0.0,10,0.59,0.0,0.0,45,2.69,13,0.77
